"","nombre_curso","genero","periodo","curso","anio_asignacion","anio_ingreso","zona","nota_total","nombre_area","anio_nacimiento"
"37","ECONOMIA",1,5,14,2012,2012,44,64,"METODOLOGIA DE SISTEMAS",1977
"38","ECONOMIA",1,5,14,2012,2012,51,69,"METODOLOGIA DE SISTEMAS",1989
"39","ECONOMIA",1,5,14,2012,2012,44,44,"METODOLOGIA DE SISTEMAS",1990
"40","ECONOMIA",1,5,14,2012,2012,0,0,"METODOLOGIA DE SISTEMAS",1987
"41","ECONOMIA",1,5,14,2012,2012,57,78,"METODOLOGIA DE SISTEMAS",1986
"42","ECONOMIA",1,5,14,2012,2012,42,56,"METODOLOGIA DE SISTEMAS",1991
"43","ECONOMIA",2,5,14,2012,2012,26,26,"METODOLOGIA DE SISTEMAS",1988
"44","ECONOMIA",2,5,14,2012,2012,51,61,"METODOLOGIA DE SISTEMAS",1992
"45","ECONOMIA",1,5,14,2012,2012,55,74,"METODOLOGIA DE SISTEMAS",1992
"46","ECONOMIA",1,5,14,2012,2012,38,38,"METODOLOGIA DE SISTEMAS",1992
"47","ECONOMIA",1,5,14,2012,2012,56,78,"METODOLOGIA DE SISTEMAS",1993
"48","ECONOMIA",1,5,14,2012,2012,29,29,"METODOLOGIA DE SISTEMAS",1989
"49","ECONOMIA",2,5,14,2012,2012,50,70,"METODOLOGIA DE SISTEMAS",1993
"50","ECONOMIA",1,5,14,2012,2012,49,70,"METODOLOGIA DE SISTEMAS",1992
"51","ECONOMIA",2,5,14,2012,2012,53,71,"METODOLOGIA DE SISTEMAS",1992
"52","ECONOMIA",2,5,14,2012,2012,44,57,"METODOLOGIA DE SISTEMAS",1991
"53","ECONOMIA",1,5,14,2012,2012,51,69,"METODOLOGIA DE SISTEMAS",1990
"54","ECONOMIA",1,5,14,2012,2012,40,40,"METODOLOGIA DE SISTEMAS",1991
"55","ECONOMIA",1,5,14,2012,2012,56,77,"METODOLOGIA DE SISTEMAS",1991
"56","ECONOMIA",1,5,14,2012,2012,54,77,"METODOLOGIA DE SISTEMAS",1980
"57","ECONOMIA",2,5,14,2012,2012,54,66,"METODOLOGIA DE SISTEMAS",1992
"58","ECONOMIA",1,5,14,2012,2012,65,87,"METODOLOGIA DE SISTEMAS",1991
"59","ECONOMIA",1,5,14,2012,2012,52,52,"METODOLOGIA DE SISTEMAS",1992
"60","ECONOMIA",1,5,14,2012,2012,50,68,"METODOLOGIA DE SISTEMAS",1986
"61","ECONOMIA",1,5,14,2012,2012,0,0,"METODOLOGIA DE SISTEMAS",1984
"62","ECONOMIA",1,5,14,2012,2012,58,76,"METODOLOGIA DE SISTEMAS",1992
"63","ECONOMIA",1,5,14,2012,2012,67,83,"METODOLOGIA DE SISTEMAS",1993
"64","ECONOMIA",1,5,14,2012,2012,36,50,"METODOLOGIA DE SISTEMAS",1989
"65","ECONOMIA",1,5,14,2012,2012,0,0,"METODOLOGIA DE SISTEMAS",1990
"66","ECONOMIA",1,5,14,2012,2012,49,58,"METODOLOGIA DE SISTEMAS",1986
"67","ECONOMIA",2,5,14,2012,2012,0,0,"METODOLOGIA DE SISTEMAS",1984
"68","ECONOMIA",1,5,14,2012,2012,54,69,"METODOLOGIA DE SISTEMAS",1986
"69","ECONOMIA",1,5,14,2012,2012,41,57,"METODOLOGIA DE SISTEMAS",1991
"70","ECONOMIA",1,5,14,2012,2012,51,51,"METODOLOGIA DE SISTEMAS",1991
"71","ECONOMIA",1,5,14,2012,2012,45,56,"METODOLOGIA DE SISTEMAS",1989
"72","ECONOMIA",1,5,14,2012,2012,49,49,"METODOLOGIA DE SISTEMAS",1992
"73","ECONOMIA",1,5,14,2012,2012,56,72,"METODOLOGIA DE SISTEMAS",1988
"74","ECONOMIA",1,5,14,2012,2012,0,0,"METODOLOGIA DE SISTEMAS",1985
"75","ECONOMIA",1,5,14,2012,2012,66,88,"METODOLOGIA DE SISTEMAS",1993
"76","ECONOMIA",1,5,14,2012,2012,31,31,"METODOLOGIA DE SISTEMAS",1986
