nombre_curso,genero_1masc_2feme,periodo,curso,año,año_ingreso_a_la_carrera,zona,nota_total,nombre_area,año_nacimiento
ESTRUCTURAS DE DATOS,2,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,6,772,2012,2005,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,50,63,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,2,6,772,2012,2005,47,63,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,48,62,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,42,55,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,6,772,2012,2007,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,45,58,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,51,62,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,43,53,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,50,62,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,50,69,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,2,6,772,2012,2002,0,0,PROGRAMACION DE SISTEMAS,1985
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2007,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,48,61,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,53,66,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,2,6,772,2012,1994,0,0,PROGRAMACION DE SISTEMAS,1977
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,38,50,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,48,62,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,6,772,2012,2011,48,66,PROGRAMACION DE SISTEMAS,1980
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,46,56,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,48,61,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,6,772,2012,2006,0,0,PROGRAMACION DE SISTEMAS,1980
ESTRUCTURAS DE DATOS,1,6,772,2012,2006,46,61,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,6,772,2012,2007,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2004,49,62,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,47,61,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2009,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2010,46,57,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,6,772,2012,2008,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,63,88,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,54,61,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,46,52,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,54,54,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,17,17,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,57,66,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,2,1,772,2013,2010,53,59,PROGRAMACION DE SISTEMAS,1987
ESTRUCTURAS DE DATOS,2,1,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,36,36,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,2,1,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,49,70,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,55,61,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,45,50,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,51,61,PROGRAMACION DE SISTEMAS,1987
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,52,61,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,54,70,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,55,62,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2007,49,62,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,63,69,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,2,1,772,2013,2011,54,61,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1987
ESTRUCTURAS DE DATOS,2,1,772,2013,2010,22,22,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,57,61,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,51,61,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,2,1,772,2013,2011,55,62,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,1,772,2013,2005,46,52,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,2,1,772,2013,1994,0,0,PROGRAMACION DE SISTEMAS,1977
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,48,52,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,61,86,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,45,54,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,64,77,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2006,15,15,PROGRAMACION DE SISTEMAS,1987
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,58,70,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,62,77,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2000,39,46,PROGRAMACION DE SISTEMAS,1981
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1987
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,55,62,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1985
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,52,61,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,6,772,2012,2011,53,67,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,30,30,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,51,51,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2006,47,51,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,46,54,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,58,65,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2005,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,1,772,2013,2004,49,61,PROGRAMACION DE SISTEMAS,1983
ESTRUCTURAS DE DATOS,1,1,772,2013,2002,0,0,PROGRAMACION DE SISTEMAS,1983
ESTRUCTURAS DE DATOS,2,1,772,2013,2005,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,51,51,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,45,62,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,54,61,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2007,46,63,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,57,61,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2007,45,49,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,57,78,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,58,67,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,57,61,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2005,0,0,PROGRAMACION DE SISTEMAS,1985
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,55,68,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,58,65,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,54,70,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,42,55,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,54,61,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2007,54,61,PROGRAMACION DE SISTEMAS,1987
ESTRUCTURAS DE DATOS,2,1,772,2013,2007,40,53,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,2,1,772,2013,2009,58,71,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,55,62,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,45,45,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,55,65,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,56,66,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,1,772,2013,2009,43,53,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,1,772,2013,2001,57,68,PROGRAMACION DE SISTEMAS,1984
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,51,51,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2010,57,61,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,2,1,772,2013,2011,58,79,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,1,772,2013,2011,51,70,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,1,772,2013,2002,0,0,PROGRAMACION DE SISTEMAS,1981
ESTRUCTURAS DE DATOS,1,1,772,2013,1993,46,46,PROGRAMACION DE SISTEMAS,1972
ESTRUCTURAS DE DATOS,1,2,772,2013,2008,56,70,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,44,56,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,24,24,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,30,30,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,55,71,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,51,66,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,34,34,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,2,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,45,61,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,2,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,55,69,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,49,69,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,2,2,772,2013,2010,43,61,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,29,29,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,60,77,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,43,61,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,2,2,772,2013,2011,44,57,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2006,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,2,772,2013,2006,0,0,PROGRAMACION DE SISTEMAS,1980
ESTRUCTURAS DE DATOS,2,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,2,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,2,772,2013,2007,26,26,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,2,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2008,39,39,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,2,772,2013,2005,0,0,PROGRAMACION DE SISTEMAS,1985
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,35,35,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,46,65,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,43,58,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2002,0,0,PROGRAMACION DE SISTEMAS,1983
ESTRUCTURAS DE DATOS,1,2,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1987
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,2,2,772,2013,2002,33,33,PROGRAMACION DE SISTEMAS,1985
ESTRUCTURAS DE DATOS,1,2,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,28,28,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,37,47,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,33,33,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,33,33,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2008,56,73,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2011,33,33,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,44,58,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,2,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,2,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,2,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1988
ESTRUCTURAS DE DATOS,1,2,772,2013,2010,41,55,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,2,2,772,2013,2005,0,0,PROGRAMACION DE SISTEMAS,1986
ESTRUCTURAS DE DATOS,1,1,772,2017,2012,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2017,2014,0,0,PROGRAMACION DE SISTEMAS,1995
ESTRUCTURAS DE DATOS,1,1,772,2017,2015,0,0,PROGRAMACION DE SISTEMAS,1998
ESTRUCTURAS DE DATOS,1,5,772,2017,2015,0,0,PROGRAMACION DE SISTEMAS,1995
ESTRUCTURAS DE DATOS,1,1,772,2017,2014,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,5,772,2017,2015,0,0,PROGRAMACION DE SISTEMAS,1996
ESTRUCTURAS DE DATOS,1,1,772,2017,2013,0,0,PROGRAMACION DE SISTEMAS,1995
ESTRUCTURAS DE DATOS,1,5,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1989
ESTRUCTURAS DE DATOS,1,1,772,2017,2015,0,0,PROGRAMACION DE SISTEMAS,1995
ESTRUCTURAS DE DATOS,1,1,772,2017,2013,0,0,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,5,772,2017,2014,0,0,PROGRAMACION DE SISTEMAS,1996
ESTRUCTURAS DE DATOS,1,1,772,2017,2013,0,0,PROGRAMACION DE SISTEMAS,1994
ESTRUCTURAS DE DATOS,1,1,772,2017,2013,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,2,1,772,2017,2013,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,52,72,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,31,31,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,5,772,2013,2009,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,5,772,2013,2007,0,0,PROGRAMACION DE SISTEMAS,1987
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,54,74,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,5,772,2013,2009,45,62,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,49,70,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,43,61,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,2,5,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,45,61,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,53,74,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,5,772,2013,2008,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,5,772,2013,2010,45,53,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,45,61,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,5,772,2013,2010,40,54,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,54,71,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,2,5,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1990
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,33,33,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,1,772,2017,2015,50,65,PROGRAMACION DE SISTEMAS,1997
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,58,75,PROGRAMACION DE SISTEMAS,1993
ESTRUCTURAS DE DATOS,1,5,772,2013,2010,0,0,PROGRAMACION DE SISTEMAS,1992
ESTRUCTURAS DE DATOS,1,5,772,2013,2011,0,0,PROGRAMACION DE SISTEMAS,1991
ESTRUCTURAS DE DATOS,1,5,772,2013,2010,52,77,PROGRAMACION DE SISTEMAS,1990
